"user_id","governorate","wallet_type","account_age_days","recency_days","monthly_txn_frequency","loan_amount_egp","failed_trans_last_30d","transaction_risk_tier","is_churned","is_defaulted","composite_churn_indicator"
"EG_WAL_14186","Cairo","Verified_Tier1",443,74,15,500,0,"Low Risk",1,0,4
"EG_WAL_14797","Alexandria","Basic",482,74,15,5000,2,"Medium Risk",1,0,4
"EG_WAL_11475","Alexandria","Verified_Tier1",132,74,21,500,0,"Low Risk",1,0,6
"EG_WAL_12653","Cairo","Basic",95,74,14,5000,0,"Low Risk",1,0,3
"EG_WAL_10503","Gharbia","Basic",308,74,10,1000,0,"Low Risk",1,0,2
"EG_WAL_10441","Asyut","Basic",416,74,15,2500,0,"Low Risk",1,0,4
"EG_WAL_12622","Giza","Verified_Tier1",297,74,14,500,0,"Low Risk",1,0,3
"EG_WAL_12158","Giza","Basic",392,74,19,500,0,"Low Risk",1,0,5
"EG_WAL_10868","Gharbia","Basic",423,74,17,5000,0,"Low Risk",1,0,5
"EG_WAL_13917","Cairo","Basic",425,74,13,500,0,"Low Risk",1,0,3
"EG_WAL_10926","Cairo","Basic",397,74,15,2500,0,"Low Risk",1,0,4
"EG_WAL_14372","Cairo","Basic",386,74,14,5000,1,"Medium Risk",1,0,3
"EG_WAL_11395","Gharbia","Basic",201,74,12,1000,0,"Low Risk",1,0,2
"EG_WAL_14154","Cairo","Basic",361,74,11,5000,0,"Low Risk",1,0,2
"EG_WAL_12685","Cairo","Verified_Tier1",162,74,20,0,0,"Low Risk",1,0,6
"EG_WAL_10805","Alexandria","Verified_Tier1",287,74,18,500,1,"Medium Risk",1,0,5
"EG_WAL_14964","Giza","Basic",382,74,19,2500,1,"Medium Risk",1,0,5
"EG_WAL_10817","Cairo","Basic",524,74,16,1000,0,"Low Risk",1,0,4
"EG_WAL_14396","Cairo","Basic",602,74,16,500,0,"Low Risk",1,0,4
"EG_WAL_11308","Cairo","Verified_Tier1",178,74,18,2500,0,"Low Risk",1,0,5
"EG_WAL_11291","Cairo","Basic",701,74,18,2500,1,"Medium Risk",1,0,5
"EG_WAL_14021","Cairo","Basic",223,74,16,2500,1,"Medium Risk",1,0,4
"EG_WAL_11301","Asyut","Merchant",363,74,7,0,0,"Low Risk",1,0,2
"EG_WAL_12515","Asyut","Verified_Tier1",141,74,18,500,1,"Medium Risk",1,0,5
"EG_WAL_14687","Cairo","Basic",306,74,21,500,1,"Medium Risk",1,0,6
"EG_WAL_12302","Giza","Verified_Tier1",328,74,18,2500,0,"Low Risk",1,0,5
"EG_WAL_13053","Cairo","Verified_Tier1",527,74,13,1000,0,"Low Risk",1,0,3
"EG_WAL_10949","Giza","Basic",272,74,17,0,0,"Low Risk",1,0,5
"EG_WAL_11629","Giza","Basic",338,74,18,500,0,"Low Risk",1,0,5
"EG_WAL_11897","Cairo","Verified_Tier1",646,74,15,5000,0,"Low Risk",1,0,4
"EG_WAL_12414","Giza","Verified_Tier1",525,74,12,5000,1,"Medium Risk",1,0,2
"EG_WAL_12959","Gharbia","Basic",597,74,13,500,0,"Low Risk",1,0,3
"EG_WAL_10497","Cairo","Basic",175,74,17,2500,0,"Low Risk",1,0,4
"EG_WAL_11070","Cairo","Basic",711,74,11,5000,0,"Low Risk",1,0,2
"EG_WAL_11507","Giza","Verified_Tier1",349,74,19,5000,0,"Low Risk",1,0,5
"EG_WAL_10704","Cairo","Verified_Tier1",195,74,22,2500,0,"Low Risk",1,0,6
"EG_WAL_10858","Giza","Verified_Tier1",293,74,13,2500,0,"Low Risk",1,0,3
"EG_WAL_14274","Giza","Verified_Tier1",151,74,17,500,2,"Medium Risk",1,0,5
"EG_WAL_14304","Gharbia","Verified_Tier1",430,74,22,0,1,"Medium Risk",1,0,6
"EG_WAL_12523","Cairo","Basic",359,74,13,1000,0,"Low Risk",1,0,3
"EG_WAL_10719","Alexandria","Verified_Tier1",403,74,18,1000,0,"Low Risk",1,0,5
"EG_WAL_10166","Cairo","Basic",575,74,14,500,2,"Medium Risk",1,0,3
"EG_WAL_12739","Cairo","Basic",566,74,17,5000,1,"Medium Risk",1,0,5
"EG_WAL_13633","Cairo","Verified_Tier1",516,74,6,500,0,"Low Risk",1,0,2
"EG_WAL_12730","Alexandria","Verified_Tier1",177,74,16,5000,3,"Medium Risk",1,0,4
"EG_WAL_10804","Giza","Merchant",610,74,21,2500,0,"Low Risk",1,0,6
"EG_WAL_11409","Gharbia","Verified_Tier1",309,74,10,2500,0,"Low Risk",1,0,2
"EG_WAL_11889","Asyut","Merchant",174,74,23,5000,0,"Low Risk",1,0,6
"EG_WAL_13232","Cairo","Basic",193,74,10,1000,1,"Medium Risk",1,0,2
"EG_WAL_13246","Giza","Verified_Tier1",96,74,25,500,0,"Low Risk",1,0,6
"EG_WAL_14191","Gharbia","Verified_Tier1",336,73,16,5000,0,"Low Risk",1,0,4
"EG_WAL_12426","Cairo","Basic",486,73,14,1000,0,"Low Risk",1,0,3
"EG_WAL_14587","Cairo","Basic",215,73,17,2500,0,"Low Risk",1,0,4
"EG_WAL_13381","Giza","Basic",144,73,15,5000,1,"Medium Risk",1,0,3
"EG_WAL_14448","Cairo","Basic",123,73,14,2500,1,"Medium Risk",1,0,3
"EG_WAL_12871","Asyut","Basic",495,73,19,2500,0,"Low Risk",1,0,5
"EG_WAL_14659","Alexandria","Basic",332,73,28,500,0,"Low Risk",1,0,6
"EG_WAL_11179","Giza","Basic",240,73,18,500,4,"High Risk",1,1,5
"EG_WAL_11217","Alexandria","Basic",707,73,11,0,0,"Low Risk",1,0,2
"EG_WAL_10928","Giza","Basic",606,73,28,5000,3,"Medium Risk",1,0,6
"EG_WAL_10066","Cairo","Basic",681,73,22,1000,0,"Low Risk",1,0,6
"EG_WAL_12198","Giza","Basic",157,73,12,500,2,"Medium Risk",1,0,2
"EG_WAL_11953","Alexandria","Basic",271,73,11,500,0,"Low Risk",1,0,2
"EG_WAL_13699","Cairo","Verified_Tier1",346,73,13,5000,0,"Low Risk",1,0,3
"EG_WAL_14063","Cairo","Basic",337,73,14,5000,0,"Low Risk",1,0,3
"EG_WAL_10757","Giza","Basic",500,73,16,1000,0,"Low Risk",1,0,4
"EG_WAL_14141","Cairo","Verified_Tier1",103,73,6,5000,1,"Medium Risk",1,0,2
"EG_WAL_13415","Giza","Basic",355,73,27,5000,1,"Medium Risk",1,0,6
"EG_WAL_11066","Cairo","Basic",491,73,15,1000,5,"High Risk",1,0,4
"EG_WAL_10180","Cairo","Verified_Tier1",284,73,20,500,0,"Low Risk",1,0,6
"EG_WAL_11521","Asyut","Basic",642,73,12,5000,0,"Low Risk",1,0,2
"EG_WAL_13065","Cairo","Verified_Tier1",386,73,16,500,0,"Low Risk",1,0,4
"EG_WAL_11450","Giza","Basic",552,73,10,5000,0,"Low Risk",1,0,2
"EG_WAL_12001","Cairo","Basic",425,73,19,2500,2,"Medium Risk",1,0,6
"EG_WAL_12043","Cairo","Verified_Tier1",575,73,21,2500,1,"Medium Risk",1,0,6
"EG_WAL_11497","Giza","Merchant",531,73,18,500,1,"Medium Risk",1,0,5
"EG_WAL_13475","Gharbia","Basic",542,73,18,2500,0,"Low Risk",1,0,5
"EG_WAL_12184","Alexandria","Basic",577,73,13,500,0,"Low Risk",1,0,3
"EG_WAL_14977","Cairo","Basic",361,73,15,1000,0,"Low Risk",1,0,3
"EG_WAL_12545","Giza","Basic",60,73,19,5000,0,"Low Risk",1,0,5
"EG_WAL_11205","Alexandria","Basic",648,73,12,2500,0,"Low Risk",1,0,2
"EG_WAL_10687","Cairo","Basic",616,73,18,0,0,"Low Risk",1,0,5
"EG_WAL_10490","Giza","Verified_Tier1",233,73,19,5000,2,"Medium Risk",1,0,5
"EG_WAL_14796","Cairo","Basic",649,73,13,2500,0,"Low Risk",1,0,3
"EG_WAL_13322","Alexandria","Basic",141,73,11,500,1,"Medium Risk",1,0,2
"EG_WAL_12261","Giza","Verified_Tier1",570,73,18,2500,0,"Low Risk",1,0,5
"EG_WAL_10196","Alexandria","Basic",358,73,16,500,0,"Low Risk",1,0,4
"EG_WAL_11819","Cairo","Basic",383,73,13,500,0,"Low Risk",1,0,3
"EG_WAL_10368","Cairo","Verified_Tier1",497,73,18,1000,0,"Low Risk",1,0,5
"EG_WAL_11805","Alexandria","Basic",122,73,14,500,0,"Low Risk",1,0,3
"EG_WAL_11571","Cairo","Verified_Tier1",130,73,17,500,0,"Low Risk",1,0,5
"EG_WAL_14940","Cairo","Basic",351,73,19,1000,0,"Low Risk",1,0,5
"EG_WAL_11769","Cairo","Verified_Tier1",150,73,14,500,1,"Medium Risk",1,0,3
"EG_WAL_10515","Cairo","Basic",689,73,16,500,0,"Low Risk",1,0,4
"EG_WAL_11776","Alexandria","Verified_Tier1",551,73,17,0,0,"Low Risk",1,0,4
"EG_WAL_14013","Cairo","Basic",467,73,15,1000,1,"Medium Risk",1,0,4
"EG_WAL_10901","Cairo","Verified_Tier1",312,73,17,1000,3,"Medium Risk",1,0,4
"EG_WAL_12626","Cairo","Verified_Tier1",493,73,13,500,0,"Low Risk",1,0,3
"EG_WAL_14333","Giza","Verified_Tier1",475,73,11,1000,4,"High Risk",1,1,2
"EG_WAL_10685","Giza","Basic",608,73,13,500,1,"Medium Risk",1,0,3
"EG_WAL_12971","Cairo","Basic",501,73,9,5000,0,"Low Risk",1,0,2
"EG_WAL_10645","Gharbia","Verified_Tier1",449,73,11,500,1,"Medium Risk",1,0,2
"EG_WAL_11385","Cairo","Basic",229,73,22,1000,2,"Medium Risk",1,0,6
"EG_WAL_10238","Giza","Basic",386,73,14,1000,0,"Low Risk",1,0,3
"EG_WAL_10496","Giza","Verified_Tier1",43,73,6,2500,0,"Low Risk",1,0,2
"EG_WAL_11283","Cairo","Verified_Tier1",203,73,16,5000,4,"High Risk",1,1,4
"EG_WAL_13775","Asyut","Basic",406,73,15,5000,1,"Medium Risk",1,0,4
"EG_WAL_13744","Cairo","Verified_Tier1",548,73,17,2500,1,"Medium Risk",1,0,4
"EG_WAL_11940","Cairo","Basic",549,72,24,2500,0,"Low Risk",1,0,6
"EG_WAL_10327","Giza","Verified_Tier1",589,72,11,1000,0,"Low Risk",1,0,2
"EG_WAL_14593","Cairo","Verified_Tier1",189,72,18,5000,0,"Low Risk",1,0,5
"EG_WAL_11079","Asyut","Verified_Tier1",299,72,18,1000,0,"Low Risk",1,0,5
"EG_WAL_13159","Cairo","Verified_Tier1",365,72,17,0,0,"Low Risk",1,0,4
"EG_WAL_10202","Cairo","Basic",198,72,15,2500,3,"Medium Risk",1,0,4
"EG_WAL_13649","Asyut","Verified_Tier1",99,72,15,500,0,"Low Risk",1,0,3
"EG_WAL_13364","Asyut","Basic",503,72,15,2500,0,"Low Risk",1,0,3
"EG_WAL_13907","Cairo","Basic",676,72,16,0,0,"Low Risk",1,0,4
"EG_WAL_14610","Cairo","Verified_Tier1",377,72,16,5000,0,"Low Risk",1,0,4
"EG_WAL_14167","Cairo","Basic",71,72,19,2500,0,"Low Risk",1,0,5
"EG_WAL_14403","Cairo","Basic",705,72,14,2500,0,"Low Risk",1,0,3
"EG_WAL_10930","Cairo","Merchant",146,72,18,5000,2,"Medium Risk",1,0,5
"EG_WAL_11775","Cairo","Verified_Tier1",421,72,18,1000,0,"Low Risk",1,0,5
"EG_WAL_12826","Alexandria","Basic",460,72,15,1000,1,"Medium Risk",1,0,4
"EG_WAL_13868","Alexandria","Verified_Tier1",46,72,10,500,1,"Medium Risk",1,0,2
"EG_WAL_10563","Cairo","Basic",492,72,12,500,1,"Medium Risk",1,0,2
"EG_WAL_14179","Cairo","Verified_Tier1",436,72,21,500,0,"Low Risk",1,0,6
"EG_WAL_12408","Asyut","Verified_Tier1",362,72,22,500,0,"Low Risk",1,0,6
"EG_WAL_10440","Cairo","Basic",266,72,15,1000,2,"Medium Risk",1,0,4
"EG_WAL_12951","Alexandria","Basic",269,72,18,500,2,"Medium Risk",1,0,5
"EG_WAL_13025","Cairo","Basic",103,72,12,5000,0,"Low Risk",1,0,2
"EG_WAL_12463","Giza","Basic",195,72,14,1000,0,"Low Risk",1,0,3
"EG_WAL_12949","Asyut","Verified_Tier1",286,72,12,1000,1,"Medium Risk",1,0,2
"EG_WAL_13038","Cairo","Verified_Tier1",99,72,20,1000,1,"Medium Risk",1,0,6
"EG_WAL_12211","Gharbia","Basic",633,72,19,5000,1,"Medium Risk",1,0,5
"EG_WAL_12780","Cairo","Basic",652,72,9,5000,0,"Low Risk",1,0,2
"EG_WAL_14399","Cairo","Basic",114,72,21,500,0,"Low Risk",1,0,6
"EG_WAL_12331","Cairo","Basic",533,72,12,1000,0,"Low Risk",1,0,2
"EG_WAL_14431","Giza","Verified_Tier1",352,72,13,5000,0,"Low Risk",1,0,3
"EG_WAL_12171","Cairo","Verified_Tier1",51,72,12,1000,1,"Medium Risk",1,0,2
"EG_WAL_12824","Cairo","Basic",258,72,22,2500,0,"Low Risk",1,0,6
"EG_WAL_12910","Cairo","Basic",666,72,13,5000,1,"Medium Risk",1,0,3
"EG_WAL_12522","Cairo","Basic",134,72,16,500,1,"Medium Risk",1,0,4
"EG_WAL_14157","Gharbia","Basic",613,72,17,0,1,"Medium Risk",1,0,5
"EG_WAL_11297","Cairo","Verified_Tier1",261,72,9,1000,0,"Low Risk",1,0,2
"EG_WAL_14717","Asyut","Basic",556,72,21,2500,1,"Medium Risk",1,0,6
"EG_WAL_11273","Cairo","Basic",326,72,16,0,0,"Low Risk",1,0,5
"EG_WAL_10386","Cairo","Basic",387,72,9,500,0,"Low Risk",1,0,3
"EG_WAL_10590","Cairo","Verified_Tier1",703,72,14,2500,0,"Low Risk",1,0,4
"EG_WAL_14782","Giza","Verified_Tier1",72,72,16,500,1,"Medium Risk",1,0,5
"EG_WAL_13642","Giza","Verified_Tier1",106,72,27,5000,0,"Low Risk",1,0,7
"EG_WAL_10383","Gharbia","Basic",482,72,14,500,0,"Low Risk",1,0,4
"EG_WAL_12412","Giza","Basic",569,72,8,1000,1,"Medium Risk",1,0,3
"EG_WAL_11322","Gharbia","Basic",535,72,16,5000,2,"Medium Risk",1,0,5
"EG_WAL_13926","Giza","Basic",652,72,28,1000,0,"Low Risk",1,0,7
"EG_WAL_14478","Giza","Basic",397,72,13,0,1,"Medium Risk",1,0,4
"EG_WAL_14595","Giza","Basic",286,72,17,500,1,"Medium Risk",1,0,6
"EG_WAL_13892","Alexandria","Basic",84,72,13,5000,0,"Low Risk",1,0,4
"EG_WAL_11774","Alexandria","Verified_Tier1",331,72,15,1000,0,"Low Risk",1,0,4
"EG_WAL_11118","Cairo","Basic",566,71,17,1000,0,"Low Risk",1,0,6
"EG_WAL_11712","Alexandria","Basic",473,71,16,1000,0,"Low Risk",1,0,5
"EG_WAL_14321","Asyut","Basic",280,71,16,1000,1,"Medium Risk",1,0,5
"EG_WAL_14400","Cairo","Verified_Tier1",487,71,14,500,3,"Medium Risk",1,0,4
"EG_WAL_10046","Cairo","Basic",686,71,19,5000,0,"Low Risk",1,0,7
"EG_WAL_10185","Alexandria","Basic",618,71,22,5000,0,"Low Risk",1,0,7
"EG_WAL_10362","Giza","Verified_Tier1",443,71,13,2500,0,"Low Risk",1,0,4
"EG_WAL_11971","Gharbia","Basic",248,71,13,5000,0,"Low Risk",1,0,4
"EG_WAL_10224","Cairo","Basic",516,71,22,2500,1,"Medium Risk",1,0,7
"EG_WAL_14130","Cairo","Basic",122,71,19,5000,0,"Low Risk",1,0,6
"EG_WAL_10233","Giza","Basic",365,71,23,0,0,"Low Risk",1,0,7
"EG_WAL_10149","Cairo","Basic",465,71,11,5000,0,"Low Risk",1,0,3
"EG_WAL_10976","Giza","Verified_Tier1",305,71,20,2500,0,"Low Risk",1,0,7
"EG_WAL_12764","Cairo","Basic",635,71,19,500,0,"Low Risk",1,0,6
"EG_WAL_11330","Giza","Basic",422,71,15,2500,1,"Medium Risk",1,0,4
"EG_WAL_11028","Cairo","Basic",590,71,15,5000,0,"Low Risk",1,0,5
"EG_WAL_11627","Giza","Merchant",147,71,18,1000,0,"Low Risk",1,0,6
"EG_WAL_14406","Asyut","Basic",98,71,17,0,2,"Medium Risk",1,0,6
"EG_WAL_13743","Cairo","Verified_Tier1",69,71,16,5000,2,"Medium Risk",1,0,5
"EG_WAL_14272","Cairo","Verified_Tier1",558,71,18,1000,1,"Medium Risk",1,0,6
"EG_WAL_11688","Giza","Verified_Tier1",103,71,21,5000,1,"Medium Risk",1,0,7
"EG_WAL_11343","Alexandria","Verified_Tier1",60,71,10,1000,0,"Low Risk",1,0,3
"EG_WAL_10220","Alexandria","Verified_Tier1",525,71,15,1000,0,"Low Risk",1,0,5
"EG_WAL_13407","Asyut","Basic",101,71,23,500,0,"Low Risk",1,0,7
"EG_WAL_12859","Cairo","Verified_Tier1",138,71,17,2500,0,"Low Risk",1,0,6
"EG_WAL_13954","Cairo","Basic",523,71,19,0,1,"Medium Risk",1,0,6
"EG_WAL_11132","Cairo","Basic",381,71,16,1000,1,"Medium Risk",1,0,5
"EG_WAL_14068","Alexandria","Verified_Tier1",100,71,16,5000,2,"Medium Risk",1,0,5
"EG_WAL_10993","Giza","Basic",354,71,12,2500,0,"Low Risk",1,0,3
"EG_WAL_13255","Cairo","Basic",80,71,16,500,0,"Low Risk",1,0,5
"EG_WAL_12534","Alexandria","Merchant",479,71,16,5000,0,"Low Risk",1,0,5
"EG_WAL_14952","Giza","Verified_Tier1",49,71,6,1000,0,"Low Risk",1,0,3
"EG_WAL_10191","Gharbia","Basic",233,71,11,500,0,"Low Risk",1,0,3
"EG_WAL_13638","Cairo","Basic",636,71,14,1000,1,"Medium Risk",1,0,4
"EG_WAL_13179","Alexandria","Basic",626,71,16,500,1,"Medium Risk",1,0,5
"EG_WAL_13696","Asyut","Basic",505,71,14,500,0,"Low Risk",1,0,4
"EG_WAL_11088","Asyut","Basic",141,71,9,5000,0,"Low Risk",1,0,3
"EG_WAL_14048","Gharbia","Merchant",265,71,14,500,4,"High Risk",1,0,4
"EG_WAL_13934","Cairo","Basic",620,71,11,1000,0,"Low Risk",1,0,3
"EG_WAL_10013","Cairo","Basic",552,71,16,1000,1,"Medium Risk",1,0,5
"EG_WAL_10437","Gharbia","Basic",48,71,15,5000,1,"Medium Risk",1,0,5
"EG_WAL_12060","Cairo","Basic",612,71,17,1000,0,"Low Risk",1,0,5
"EG_WAL_12822","Giza","Basic",457,71,20,2500,3,"Medium Risk",1,0,7
"EG_WAL_13007","Cairo","Merchant",89,71,11,5000,0,"Low Risk",1,0,3
"EG_WAL_11725","Cairo","Basic",581,71,18,1000,0,"Low Risk",1,0,6
"EG_WAL_12934","Alexandria","Basic",609,70,14,1000,0,"Low Risk",1,0,4
"EG_WAL_12175","Gharbia","Verified_Tier1",108,70,22,500,1,"Medium Risk",1,0,7
"EG_WAL_11050","Gharbia","Verified_Tier1",366,70,21,500,0,"Low Risk",1,0,7
"EG_WAL_14073","Giza","Merchant",502,70,10,2500,0,"Low Risk",1,0,3
"EG_WAL_13710","Cairo","Basic",717,70,20,5000,1,"Medium Risk",1,0,7
"EG_WAL_13721","Gharbia","Basic",470,70,16,1000,0,"Low Risk",1,0,5
"EG_WAL_14737","Cairo","Basic",454,70,16,5000,0,"Low Risk",1,0,5
"EG_WAL_12274","Asyut","Verified_Tier1",445,70,17,2500,0,"Low Risk",1,0,5
"EG_WAL_11862","Cairo","Basic",138,70,18,2500,0,"Low Risk",1,0,6
"EG_WAL_10207","Alexandria","Verified_Tier1",668,70,21,5000,0,"Low Risk",1,0,7
"EG_WAL_10816","Giza","Basic",78,70,16,5000,0,"Low Risk",1,0,5
"EG_WAL_14127","Asyut","Basic",116,70,13,500,0,"Low Risk",1,0,4
"EG_WAL_12220","Alexandria","Verified_Tier1",629,70,20,2500,1,"Medium Risk",1,0,7
"EG_WAL_12538","Alexandria","Basic",314,70,15,2500,0,"Low Risk",1,0,5
"EG_WAL_14410","Cairo","Basic",595,70,15,2500,0,"Low Risk",1,0,5
"EG_WAL_10761","Cairo","Basic",589,70,20,5000,0,"Low Risk",1,0,7
"EG_WAL_12281","Cairo","Verified_Tier1",135,70,15,5000,0,"Low Risk",1,0,4
"EG_WAL_12562","Cairo","Basic",528,70,19,2500,0,"Low Risk",1,0,6
"EG_WAL_11400","Cairo","Verified_Tier1",719,70,15,500,0,"Low Risk",1,0,4
"EG_WAL_12091","Asyut","Basic",686,70,18,5000,1,"Medium Risk",1,0,6
"EG_WAL_12265","Giza","Basic",71,70,11,5000,0,"Low Risk",1,0,3
"EG_WAL_10265","Alexandria","Basic",336,70,16,1000,0,"Low Risk",1,0,5
"EG_WAL_11331","Alexandria","Verified_Tier1",114,70,16,5000,0,"Low Risk",1,0,5
"EG_WAL_10151","Cairo","Verified_Tier1",168,70,28,500,0,"Low Risk",1,0,7
"EG_WAL_13273","Giza","Verified_Tier1",496,70,13,1000,0,"Low Risk",1,0,4
"EG_WAL_12319","Giza","Verified_Tier1",243,70,15,1000,1,"Medium Risk",1,0,4
"EG_WAL_13272","Alexandria","Basic",96,70,13,1000,0,"Low Risk",1,0,4
"EG_WAL_11677","Giza","Verified_Tier1",202,70,20,500,1,"Medium Risk",1,0,7
"EG_WAL_10376","Gharbia","Verified_Tier1",536,70,18,0,0,"Low Risk",1,0,6
"EG_WAL_13243","Alexandria","Basic",81,70,14,2500,2,"Medium Risk",1,0,4
"EG_WAL_14908","Alexandria","Verified_Tier1",73,70,18,5000,1,"Medium Risk",1,0,6
"EG_WAL_11582","Giza","Verified_Tier1",425,70,17,2500,0,"Low Risk",1,0,5
"EG_WAL_13392","Gharbia","Merchant",682,70,18,1000,0,"Low Risk",1,0,6
"EG_WAL_13200","Giza","Basic",36,70,13,500,2,"Medium Risk",1,0,4
"EG_WAL_11011","Asyut","Basic",563,70,14,500,0,"Low Risk",1,0,4
"EG_WAL_10799","Asyut","Verified_Tier1",80,70,13,2500,0,"Low Risk",1,0,4
"EG_WAL_14110","Giza","Verified_Tier1",209,70,12,1000,2,"Medium Risk",1,0,3
"EG_WAL_14039","Giza","Verified_Tier1",305,70,18,500,0,"Low Risk",1,0,6
"EG_WAL_13958","Cairo","Verified_Tier1",705,70,20,0,0,"Low Risk",1,0,7
"EG_WAL_14386","Asyut","Basic",382,69,17,5000,0,"Low Risk",1,0,6
"EG_WAL_10694","Cairo","Basic",470,69,16,0,0,"Low Risk",1,0,5
"EG_WAL_11868","Cairo","Basic",421,69,12,5000,0,"Low Risk",1,0,3
"EG_WAL_10211","Alexandria","Basic",284,69,14,5000,1,"Medium Risk",1,0,4
"EG_WAL_12497","Gharbia","Basic",188,69,17,5000,1,"Medium Risk",1,0,6
"EG_WAL_11498","Cairo","Verified_Tier1",54,69,19,2500,0,"Low Risk",1,0,6
"EG_WAL_11729","Giza","Verified_Tier1",166,69,22,500,0,"Low Risk",1,0,7
"EG_WAL_14515","Giza","Verified_Tier1",337,69,20,0,0,"Low Risk",1,0,7
"EG_WAL_12458","Giza","Basic",359,69,9,500,1,"Medium Risk",1,0,3
"EG_WAL_11818","Giza","Basic",262,69,21,500,0,"Low Risk",1,0,7
"EG_WAL_13434","Alexandria","Verified_Tier1",501,69,17,0,1,"Medium Risk",1,0,6
"EG_WAL_11311","Gharbia","Basic",391,69,8,5000,1,"Medium Risk",1,0,3
"EG_WAL_14913","Cairo","Basic",191,69,9,5000,0,"Low Risk",1,0,3
"EG_WAL_10841","Alexandria","Verified_Tier1",467,69,12,2500,0,"Low Risk",1,0,3
"EG_WAL_12711","Giza","Basic",579,69,9,0,0,"Low Risk",1,0,3
"EG_WAL_12950","Gharbia","Merchant",218,69,17,5000,0,"Low Risk",1,0,6
"EG_WAL_13142","Giza","Verified_Tier1",700,69,12,0,0,"Low Risk",1,0,3
"EG_WAL_14162","Giza","Basic",257,69,16,0,0,"Low Risk",1,0,5
"EG_WAL_14518","Cairo","Verified_Tier1",271,69,13,500,0,"Low Risk",1,0,4
"EG_WAL_13463","Giza","Verified_Tier1",525,69,10,2500,0,"Low Risk",1,0,3
"EG_WAL_12619","Cairo","Basic",293,69,19,2500,1,"Medium Risk",1,0,6
"EG_WAL_13866","Giza","Verified_Tier1",424,69,7,2500,0,"Low Risk",1,0,3
"EG_WAL_14482","Giza","Basic",613,69,17,1000,3,"Medium Risk",1,0,5
"EG_WAL_11422","Cairo","Basic",108,69,11,0,0,"Low Risk",1,0,3
"EG_WAL_10476","Cairo","Basic",603,69,13,500,1,"Medium Risk",1,0,4
"EG_WAL_13150","Giza","Verified_Tier1",515,69,19,500,0,"Low Risk",1,0,6
"EG_WAL_12240","Alexandria","Basic",433,69,19,1000,0,"Low Risk",1,0,6
"EG_WAL_14493","Alexandria","Basic",264,69,10,500,1,"Medium Risk",1,0,3
"EG_WAL_14578","Asyut","Verified_Tier1",37,69,15,1000,0,"Low Risk",1,0,4
"EG_WAL_13514","Gharbia","Basic",298,69,14,500,2,"Medium Risk",1,0,4
"EG_WAL_13903","Cairo","Verified_Tier1",67,69,12,2500,0,"Low Risk",1,0,3
"EG_WAL_11617","Alexandria","Basic",704,69,10,1000,0,"Low Risk",1,0,3
"EG_WAL_12799","Cairo","Verified_Tier1",604,69,7,500,0,"Low Risk",1,0,3
"EG_WAL_14383","Giza","Basic",213,69,12,1000,0,"Low Risk",1,0,3
"EG_WAL_13153","Giza","Basic",584,69,21,1000,0,"Low Risk",1,0,7
"EG_WAL_12836","Asyut","Verified_Tier1",60,69,13,1000,0,"Low Risk",1,0,4
"EG_WAL_11653","Cairo","Merchant",673,69,23,5000,1,"Medium Risk",1,0,7
"EG_WAL_12273","Alexandria","Basic",455,69,16,5000,1,"Medium Risk",1,0,5
"EG_WAL_13994","Giza","Verified_Tier1",326,69,18,0,0,"Low Risk",1,0,6
"EG_WAL_10384","Alexandria","Basic",423,69,18,500,0,"Low Risk",1,0,6
"EG_WAL_12597","Giza","Verified_Tier1",471,69,7,1000,0,"Low Risk",1,0,3
"EG_WAL_12483","Cairo","Verified_Tier1",174,69,10,5000,0,"Low Risk",1,0,3
"EG_WAL_12083","Asyut","Basic",362,69,20,500,0,"Low Risk",1,0,7
"EG_WAL_11544","Asyut","Basic",468,69,11,500,0,"Low Risk",1,0,3
"EG_WAL_11989","Alexandria","Basic",210,69,20,500,1,"Medium Risk",1,0,7
"EG_WAL_12614","Cairo","Verified_Tier1",653,69,23,2500,0,"Low Risk",1,0,7
"EG_WAL_14866","Cairo","Merchant",687,69,15,0,0,"Low Risk",1,0,4
"EG_WAL_10297","Cairo","Basic",236,69,16,500,1,"Medium Risk",1,0,5
"EG_WAL_14182","Alexandria","Basic",680,69,22,2500,0,"Low Risk",1,0,7
"EG_WAL_12559","Giza","Basic",494,69,13,1000,0,"Low Risk",1,0,3
"EG_WAL_13816","Cairo","Basic",584,69,16,1000,2,"Medium Risk",1,0,5
"EG_WAL_12165","Asyut","Basic",215,68,7,5000,0,"Low Risk",1,0,3
"EG_WAL_13987","Giza","Verified_Tier1",699,68,18,2500,1,"Medium Risk",1,0,6
"EG_WAL_12528","Cairo","Basic",299,68,26,2500,0,"Low Risk",1,0,7
"EG_WAL_11887","Cairo","Verified_Tier1",49,68,10,500,0,"Low Risk",1,0,3
"EG_WAL_10835","Giza","Basic",288,68,18,0,2,"Medium Risk",1,0,6
"EG_WAL_13470","Cairo","Verified_Tier1",37,68,10,1000,0,"Low Risk",1,0,3
"EG_WAL_10849","Giza","Basic",638,68,18,1000,0,"Low Risk",1,0,6
"EG_WAL_10073","Gharbia","Merchant",498,68,18,2500,1,"Medium Risk",1,0,6
"EG_WAL_14421","Asyut","Basic",272,68,18,500,0,"Low Risk",1,0,6
"EG_WAL_14479","Giza","Merchant",588,68,24,5000,1,"Medium Risk",1,0,7
